,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
27177,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27178,T5,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
27179,T10,Independent,C1000,Preservation,Association,0,N,5000,1
27180,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27181,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27182,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27183,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
27184,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27185,T4,Independent,C3000,ProductDev,Trust,100000-499999,N,5000,1
27186,T10,Independent,C1000,ProductDev,Association,0,N,5000,1
27187,T3,CompanySponsored,C2000,Preservation,Trust,1-9999,N,5000,0
27188,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27189,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27190,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27191,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,1
27192,T3,Independent,C2000,Preservation,Trust,25000-99999,N,19807,1
27193,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27194,T5,Independent,C3000,ProductDev,Association,0,N,5000,0
27195,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27196,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27197,T3,Independent,C1000,Preservation,Trust,25000-99999,N,18838,1
27198,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27199,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
27200,T3,Independent,C1270,Preservation,Trust,0,N,5000,1
27201,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27202,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27203,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27204,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27205,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27206,T3,Independent,C1200,Preservation,Trust,100000-499999,N,116018,0
27207,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27208,T6,Independent,C2000,ProductDev,Trust,25000-99999,N,55027,0
27209,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27210,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
27211,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27212,T3,Independent,C7000,Preservation,Trust,100000-499999,N,25997,1
27213,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27214,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27215,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27216,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27217,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27218,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27219,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27220,T3,Independent,C1000,Preservation,Trust,10000-24999,N,18826,1
27221,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27222,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27223,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27224,T7,CompanySponsored,C1000,ProductDev,Trust,0,N,5000,1
27225,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27226,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27227,T7,Independent,C1000,ProductDev,Association,0,N,5000,0
27228,T19,Independent,C1000,Preservation,Trust,0,N,5000,0
27229,T3,Independent,C7000,Preservation,Trust,0,N,5000,0
27230,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27231,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27232,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27233,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27234,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
27235,T19,Independent,C1000,Preservation,Association,0,N,5000,1
27236,T3,Independent,C2000,Preservation,Trust,25000-99999,N,1255988,1
27237,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
27238,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27239,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27240,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
27241,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27242,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27243,T19,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27244,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27245,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27246,T19,Independent,C1000,ProductDev,Association,0,N,5000,0
27247,T3,Independent,C1200,Preservation,Trust,25000-99999,N,88956,1
27248,T3,Independent,C1000,Preservation,Association,0,N,5000,0
27249,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27250,T3,Independent,C2000,Preservation,Trust,100000-499999,N,200914,1
27251,T3,CompanySponsored,C7000,Preservation,Trust,0,N,5000,1
27252,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
27253,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27254,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27255,T3,Independent,C2000,Preservation,Trust,1-9999,N,5000,0
27256,T3,Independent,C2100,Preservation,Trust,100000-499999,N,149861,1
27257,T7,Independent,C1000,ProductDev,Trust,0,N,5000,1
27258,T3,Independent,C1000,Preservation,Trust,100000-499999,N,378325,1
27259,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27260,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27261,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27262,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27263,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
27264,T3,Independent,C1000,Preservation,Association,100000-499999,N,18878,1
27265,T3,CompanySponsored,C1000,Preservation,Association,100000-499999,N,174098,0
27266,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27267,T3,Independent,C1200,Preservation,Trust,100000-499999,N,6082,1
27268,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27269,T3,Independent,C2000,Preservation,Trust,100000-499999,N,88182,0
27270,T3,Independent,C1000,Preservation,Trust,100000-499999,N,33067,1
27271,T3,Independent,C7100,Preservation,Trust,0,N,5000,1
27272,T6,Independent,C1000,ProductDev,Trust,1M-5M,N,618021,0
27273,T3,Independent,C1200,Preservation,Trust,0,N,5000,0
27274,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
27275,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,1
27276,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27277,T8,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
27278,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
27279,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27280,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
27281,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27282,T3,Independent,C1200,Preservation,Trust,1-9999,N,5000,1
27283,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27284,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27285,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27286,T3,Independent,C2000,Preservation,Trust,1-9999,N,5000,1
27287,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27288,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
27289,T4,Independent,C1000,ProductDev,Trust,0,N,5000,1
27290,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27291,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27292,T3,Independent,C1000,Preservation,Trust,100000-499999,N,61397,0
27293,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27294,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27295,T3,Independent,C1200,Preservation,Association,0,N,5000,0
27296,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27297,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27298,T7,Independent,C1000,ProductDev,Trust,25000-99999,N,23765,1
27299,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27300,T3,Independent,C1000,Preservation,Trust,25000-99999,N,112362,0
27301,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27302,T4,CompanySponsored,C3000,Preservation,Association,0,N,5000,0
27303,T3,CompanySponsored,C1700,Preservation,Association,0,N,5000,0
27304,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
27305,T3,Independent,C1000,Preservation,Trust,100000-499999,N,15993,0
27306,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27307,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
27308,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
27309,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
27310,T3,Independent,C1000,Preservation,Association,0,N,5000,0
27311,T6,Independent,C1000,ProductDev,Association,0,N,5000,0
27312,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27313,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27314,T3,Independent,C1000,Preservation,Trust,100000-499999,N,66121,1
27315,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,1
27316,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27317,T3,Independent,C1000,Preservation,Trust,100000-499999,N,53874,0
27318,T6,Independent,C1000,ProductDev,Trust,0,N,5000,0
27319,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
27320,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27321,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27322,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,7168,0
27323,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27324,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27325,T13,Independent,C1000,Preservation,Trust,0,N,5000,1
27326,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27327,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27328,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27329,T4,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27330,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27331,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27332,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27333,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27334,T3,Independent,C1200,Preservation,Trust,100000-499999,N,138919,1
27335,T3,Independent,C1000,Preservation,Trust,25000-99999,N,14765,1
27336,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27337,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27338,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27339,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27340,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27341,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27342,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27343,T3,Independent,C1000,Preservation,Trust,1-9999,N,5000,1
27344,T3,Independent,C2000,Preservation,Trust,0,N,5000,0
27345,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27346,T3,Independent,C7000,Preservation,Association,0,N,5000,0
27347,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27348,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27349,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27350,T3,Independent,C1000,Preservation,Association,1-9999,N,5000,0
27351,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27352,T3,Independent,C1000,Preservation,Association,0,N,5000,0
27353,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27354,T3,Independent,C1200,Preservation,Association,0,N,5000,0
27355,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27356,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
27357,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27358,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27359,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27360,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27361,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27362,T3,Independent,C7000,Preservation,Trust,100000-499999,N,5000,1
27363,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27364,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27365,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
27366,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27367,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27368,T3,Independent,C2100,Preservation,Trust,0,N,5000,1
27369,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27370,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27371,T6,Independent,C1000,ProductDev,Trust,0,N,5000,1
27372,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27373,T3,CompanySponsored,C1200,Preservation,Association,0,N,5000,0
27374,T3,Independent,C1000,Preservation,Trust,25000-99999,N,462936,1
27375,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27376,T19,Independent,C1000,ProductDev,Association,0,N,5000,0
27377,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
27378,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27379,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27380,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27381,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27382,T3,Independent,C1270,Preservation,Trust,0,N,5000,1
27383,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27384,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27385,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27386,T3,Independent,C1000,Preservation,Trust,25000-99999,N,21986,1
27387,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27388,T3,Independent,C1000,Preservation,Association,1-9999,N,5000,0
27389,T3,Independent,C7000,Preservation,Trust,10000-24999,N,5000,1
27390,T3,Independent,C1500,Preservation,Trust,1M-5M,N,127532,1
27391,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
27392,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27393,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27394,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27395,T4,Independent,C3000,ProductDev,Association,0,N,5000,0
27396,T3,Independent,C1200,Preservation,Association,100000-499999,N,46893,1
27397,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27398,T6,Independent,C3000,ProductDev,Trust,0,N,5000,1
27399,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27400,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27401,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27402,T3,Independent,C1000,Preservation,Association,0,N,5000,1
27403,T6,Independent,C2000,ProductDev,Association,0,N,5000,1
27404,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27405,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27406,T3,Independent,C1000,Preservation,Trust,100000-499999,N,11617,1
27407,T3,Independent,C1240,Preservation,Trust,25000-99999,N,5000,0
27408,T3,CompanySponsored,C7000,Preservation,Association,1-9999,N,5000,1
27409,T3,Independent,C7000,Preservation,Trust,25000-99999,N,49686,1
27410,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,1
27411,T3,Independent,C1200,Preservation,Trust,25000-99999,N,390767,1
27412,T3,CompanySponsored,C2100,Preservation,Trust,25000-99999,N,49314,0
27413,T3,Independent,C1000,Preservation,Trust,25000-99999,N,250180,1
27414,T3,Independent,C2000,Preservation,Trust,100000-499999,N,150370,0
27415,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27416,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27417,T3,Independent,C1000,Preservation,Trust,0,N,5000,0
27418,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
27419,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27420,T3,Independent,C1000,Preservation,Trust,100000-499999,N,438754,1
27421,T3,Independent,C1000,Preservation,Trust,100000-499999,N,34697,1
27422,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27423,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27424,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27425,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27426,T3,Independent,C1000,Preservation,Trust,100000-499999,N,402923,1
27427,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27428,T3,CompanySponsored,C2000,Preservation,Association,0,N,5000,0
27429,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27430,T6,Independent,C2000,ProductDev,Trust,100000-499999,N,81567,0
27431,T3,Independent,C1200,Preservation,Trust,25000-99999,N,79215,1
27432,T19,CompanySponsored,C1000,ProductDev,Association,1-9999,N,5000,0
27433,T7,CompanySponsored,C1000,ProductDev,Association,0,N,5000,1
27434,T5,Independent,C1000,ProductDev,Association,0,N,5000,1
27435,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27436,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27437,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27438,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27439,T4,CompanySponsored,C3000,ProductDev,Association,0,N,5000,0
27440,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27441,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27442,T3,CompanySponsored,C1000,Preservation,Association,25000-99999,N,29000,0
27443,T3,CompanySponsored,C2000,Preservation,Trust,0,N,5000,0
27444,T3,Independent,C2000,Preservation,Trust,100000-499999,N,23526,1
27445,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27446,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27447,T3,Independent,C1000,Preservation,Trust,1-9999,N,5112,0
27448,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27449,T3,Independent,C1000,Preservation,Trust,100000-499999,N,5000,1
27450,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27451,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27452,T3,Independent,C1000,Preservation,Trust,25000-99999,N,5000,1
27453,T3,Independent,C1000,Preservation,Trust,100000-499999,N,176413,0
27454,T3,Independent,C7000,Preservation,Trust,0,N,5000,1
27455,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,1
27456,T3,CompanySponsored,C7000,CommunityServ,Trust,0,N,5000,1
27457,T3,Independent,C1000,Preservation,Trust,10000-24999,N,13697,1
27458,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27459,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27460,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
27461,T3,Independent,C1000,Preservation,Association,0,N,5000,0
27462,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
27463,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27464,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27465,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27466,T3,CompanySponsored,C1000,Preservation,Association,0,N,5000,0
27467,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27468,T8,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27469,T3,Independent,C1700,Preservation,Trust,0,N,5000,1
27470,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27471,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27472,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27473,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27474,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27475,T3,Independent,C1000,Preservation,Trust,10000-24999,N,12744,0
27476,T3,CompanySponsored,C1000,Preservation,Trust,0,N,5000,0
27477,T19,CompanySponsored,C1000,ProductDev,Association,0,N,5000,0
27478,T3,Independent,C1200,Preservation,Trust,0,N,5000,1
27479,T4,Independent,C1000,ProductDev,Association,0,N,5000,1
27480,T3,Independent,C2000,Preservation,Trust,0,N,5000,1
27481,T3,CompanySponsored,C2100,Preservation,Trust,0,N,5000,0
27482,T3,Independent,C1000,Preservation,Trust,0,N,5000,1
27483,T3,CompanySponsored,C1200,Preservation,Trust,0,N,5000,0
27484,T3,Independent,C1000,Preservation,Trust,25000-99999,N,74561,1
27485,T3,CompanySponsored,C1200,Preservation,Trust,10000-24999,N,5000,0
27486,T6,Independent,C2000,ProductDev,Trust,0,N,5000,1
